ACCIDENT_NO,Date,SEVERITY,SPEED_ZONE,VehicleType,VEHICLE_MAKE
42001030903,9/08/2001,3,60,Car,NISSAN
52001028668,9/08/2001,1,999,Car,MAZDA 
52001028722,9/08/2001,3,100,Car,FORD  
52001029262,9/08/2001,2,999,Car,HOLDEN
52001029321,9/08/2001,3,999,Car,FORD  
52001031015,9/08/2001,3,100,Car,HOLDEN
12001028784,9/09/2001,3,70,Car,MAZDA 
12001028796,9/09/2001,3,60,Car,NISSAN
12001028944,9/09/2001,2,60,Car,HOLDEN
12001029064,9/09/2001,3,60,Other Vehicle,TOYOTA
12001029080,9/09/2001,3,80,Truck,HOLDEN
12001029569,9/09/2001,3,60,Car,Unknown
12002000345,9/09/2001,3,60,Car,FORD  
22001029042,9/09/2001,3,60,Other Vehicle,HOLDEN
22001029611,9/09/2001,3,100,Truck,HOLDEN
22001029698,9/09/2001,3,60,Car,MITSUB
22001029835,9/09/2001,3,60,Car,HOLDEN
22001031782,9/09/2001,1,100,Car,HOLDEN
22002003762,9/09/2001,3,60,Bus/Coach,MERC B
32001028987,9/09/2001,2,100,Car,FORD  
32001029234,9/09/2001,2,60,Truck,SCANIA
32001029246,9/09/2001,3,60,Car,TOYOTA
32001029374,9/09/2001,3,60,Car,HOLDEN
32001029906,9/09/2001,3,60,Unknown,Unknown
32001030404,9/09/2001,3,60,Car,MITSUB
32002002821,9/09/2001,3,75,Car,FORD  
42001028849,9/09/2001,3,50,Car,MAZDA 
42001029195,9/09/2001,3,999,Other Vehicle,TOYOTA
42001029210,9/09/2001,2,100,Car,HOLDEN
42001029342,9/09/2001,3,70,Bicycle,Unknown
42001029593,9/09/2001,3,80,Truck,MITSUB
42001029594,9/09/2001,3,80,Truck,FORD  
42001030503,9/09/2001,2,100,Car,FORD  
42001031828,9/09/2001,2,60,Motor Cycle,HONDA 
52001029377,9/09/2001,2,50,Car,DAIHAT
52001029487,9/09/2001,2,60,Bus/Coach,TOYOTA
52001030015,9/09/2001,3,100,Car,FORD  
12001029075,9/10/2001,3,60,Truck,Unknown
12001029390,9/10/2001,3,60,Truck,HOLDEN
12001029586,9/10/2001,2,50,Car,FORD  
12001030607,9/10/2001,2,60,Bicycle,Unknown
12001038214,9/10/2001,3,50,Car,FORD  
12002003409,9/10/2001,3,60,Motor Cycle,SUZUKI
22001029897,9/10/2001,3,60,Car,NISSAN
22001029905,9/10/2001,3,50,Car,HOLDEN
22001030097,9/10/2001,2,100,Taxi,FORD  
22001030933,9/10/2001,3,70,Car,MAZDA 
22001031076,9/10/2001,3,60,Truck,ISUZU 
32001029245,9/10/2001,3,60,Unknown,Unknown
32001029366,9/10/2001,2,100,Car,FORD  
32001029478,9/10/2001,2,100,Car,MITSUB
32001029488,9/10/2001,3,100,Car,FORD  
32001031373,9/10/2001,3,60,Car,B M W 
32002028889,9/10/2001,3,50,Truck,FORD  
32002030949,9/10/2001,3,50,Motor Cycle,YAMAHA
42001028881,9/10/2001,2,80,Car,TOYOTA
42001029408,9/10/2001,3,70,Motor Cycle,Unknown
42001029950,9/10/2001,2,100,Car,MITSUB
42001030424,9/10/2001,3,60,Motor Cycle,HONDA 
42001035210,9/10/2001,3,60,Taxi,TOYOTA
42001035904,9/10/2001,3,80,Car,FORD  
52001028952,9/10/2001,1,80,Car,SAAB  
52001029217,9/10/2001,3,60,Truck,HONDA 
52001029341,9/10/2001,3,80,Truck,TOYOTA
52001030020,9/10/2001,2,80,Car,HOLDEN
52001030346,9/10/2001,3,999,Car,HOLDEN
52001030511,9/10/2001,2,50,Car,FORD  
52001030609,9/10/2001,3,100,Car,HOLDEN
12001029416,9/11/2001,3,80,Car,DAEWOO
12001030447,9/11/2001,2,60,Car,FORD  
12001034005,9/11/2001,3,100,Motor Cycle,YAMAHA
12002021897,9/11/2001,3,60,Car,Unknown
22001029280,9/11/2001,2,70,Truck,VOLVO 
22001029317,9/11/2001,2,70,Car,HOLDEN
22001029883,9/11/2001,3,60,Car,FORD  
22001029960,9/11/2001,3,70,Motor Cycle,KAWASA
22001030080,9/11/2001,3,60,Car,HOLDEN
22001031099,9/11/2001,3,40,Car,SUZUKI
22001031126,9/11/2001,3,60,Motor Cycle,SUZUKI
22001031137,9/11/2001,3,70,Car,MAZDA 
22001033423,9/11/2001,3,50,Truck,MAZDA 
22001035232,9/11/2001,2,50,Car,HYNDAI
22001037986,9/11/2001,3,60,Bicycle,Unknown
22002003755,9/11/2001,3,60,Car,TOYOTA
32001028942,9/11/2001,2,80,Bus/Coach,MERC B
32001029383,9/11/2001,3,60,Truck,FORD  
32001029683,9/11/2001,3,60,Car,FORD  
32001029689,9/11/2001,3,100,Car,FORD  
32001029924,9/11/2001,3,50,Other Vehicle,TOYOTA
32001030073,9/11/2001,2,60,Car,HOLDEN
32001031780,9/11/2001,3,60,Other Vehicle,HOLDEN
32001031786,9/11/2001,3,60,Car,HOLDEN
32001034185,9/11/2001,3,100,Car,FORD  
42001029022,9/11/2001,3,60,Car,HOLDEN
42001029062,9/11/2001,2,60,Other Vehicle,HOLDEN
42001029150,9/11/2001,3,60,Car,FORD  
42001029560,9/11/2001,2,60,Car,TOYOTA
42001029561,9/11/2001,3,100,Truck,TOYOTA
42001029675,9/11/2001,3,80,Car,FORD  
42001029938,9/11/2001,2,60,Car,NISSAN
42001030156,9/11/2001,3,80,Car,HOLDEN
42001030893,9/11/2001,2,60,Truck,FORD  
42001031713,9/11/2001,3,60,Car,FORD  
42001032963,9/11/2001,3,60,Other Vehicle,HOLDEN
42001035679,9/11/2001,3,60,Car,MAZDA 
52001029163,9/11/2001,3,80,Car,NISSAN
52001029260,9/11/2001,2,100,Taxi,FORD  
52001029355,9/11/2001,3,70,Car,HOLDEN
52001029376,9/11/2001,3,60,Car,FORD  
52001029382,9/11/2001,2,50,Truck,HONDA 
52001029793,9/11/2001,1,100,Motor Cycle,YAMAHA
52001030344,9/11/2001,3,999,Car,TOYOTA
12001029094,9/12/2001,3,60,Car,VOLVO 
12001029357,9/12/2001,1,60,Car,TOYOTA
12001029565,9/12/2001,3,80,Car,VOLVO 
12001029588,9/12/2001,3,60,Car,FORD  
12001029590,9/12/2001,3,60,Truck,TOYOTA
12001029749,9/12/2001,3,60,Taxi,FORD  
12001029761,9/12/2001,3,50,Car,NISSAN
12001031808,9/12/2001,2,60,Car,TOYOTA
12001035575,9/12/2001,2,60,Car,TOYOTA
22001029118,9/12/2001,2,50,Tram,Unknown
22001029121,9/12/2001,3,60,Car,FORD  
22001029620,9/12/2001,2,50,Taxi,FORD  
22001029624,9/12/2001,3,60,Motor Cycle,HONDA 
22001029852,9/12/2001,3,50,Truck,HONDA 
22001029901,9/12/2001,3,50,Bicycle,Unknown
22001029920,9/12/2001,2,60,Car,HOLDEN
22001029949,9/12/2001,3,100,Car,MITSUB
22001031010,9/12/2001,3,80,Car,FORD  
22001031098,9/12/2001,3,999,Bicycle,Unknown
22001031101,9/12/2001,3,100,Car,TOYOTA
22001037286,9/12/2001,3,60,Car,PEUG  
32001029379,9/12/2001,3,100,Car,HOLDEN
32001029470,9/12/2001,2,60,Car,FORD  
32001029706,9/12/2001,3,60,Car,FORD  
32001029836,9/12/2001,2,60,Truck,HOLDEN
32001031799,9/12/2001,3,60,Car,FORD  
32001033643,9/12/2001,3,60,Taxi,FORD  
32001033881,9/12/2001,2,100,Car,TOYOTA
32001033980,9/12/2001,2,60,Bicycle,Unknown
42001029831,9/12/2001,3,80,Car,HOLDEN
42001029995,9/12/2001,3,60,Car,DAEWOO
42001030087,9/12/2001,3,50,Other Vehicle,TOYOTA
42001030460,9/12/2001,3,70,Car,FORD  
42001035909,9/12/2001,3,70,Truck,FORD  
52001029296,9/12/2001,3,60,Car,FORD  
52001029735,9/12/2001,3,80,Car,NISSAN
52001030338,9/12/2001,3,999,Car,HOLDEN
12001029340,09/13/2001,3,60,Motor Cycle,KAWASA
12001029394,09/13/2001,3,60,Car,MITSUB
12001029410,09/13/2001,2,70,Truck,Unknown
12001029503,09/13/2001,3,50,Truck,FORD  
12001029521,09/13/2001,3,100,Bicycle,Unknown
12001029600,09/13/2001,2,60,Bicycle,Unknown
12001029604,09/13/2001,3,60,Car,FORD  
12001030663,09/13/2001,3,50,Car,FORD  
12001031892,09/13/2001,2,60,Other Vehicle,Unknown
22001030896,09/13/2001,2,100,Car,HOLDEN
22001035248,09/13/2001,3,70,Truck,HOLDEN
22002012608,09/13/2001,3,60,Car,TOYOTA
22002013071,09/13/2001,2,60,Car,LEXUS 
32001029350,09/13/2001,3,50,Car,SUZUKI
32001029364,09/13/2001,2,60,Car,NISSAN
32001029483,09/13/2001,2,50,Car,FORD  
32001029685,09/13/2001,2,50,Car,HOLDEN
32001029691,09/13/2001,2,60,Motor Cycle,SUZUKI
32001029739,09/13/2001,3,50,Car,TOYOTA
32001029818,09/13/2001,3,60,Other Vehicle,CHRYS 
32001030253,09/13/2001,3,100,Other Vehicle,HOLDEN
42001029313,09/13/2001,3,80,Car,NISSAN
42001029326,09/13/2001,3,60,Car,HOLDEN
42001029556,09/13/2001,3,70,Car,TOYOTA
42001029656,09/13/2001,3,60,Car,FORD  
42001029822,09/13/2001,3,60,Car,TOYOTA
42001029937,09/13/2001,3,50,Car,FORD  
42001029992,09/13/2001,2,100,Unknown,Unknown
42001031047,09/13/2001,2,60,Car,FORD  
42001031349,09/13/2001,3,60,Truck,FORD  
42001038476,09/13/2001,3,80,Truck,HOLDEN
52001029484,09/13/2001,3,80,Truck,FORD  
52001029485,09/13/2001,3,999,Car,TOYOTA
52001029661,09/13/2001,2,80,Motor Cycle,SUZUKI
52001029786,09/13/2001,2,50,Truck,HOLDEN
52001030047,09/13/2001,2,80,Car,FORD  
52001030880,09/13/2001,3,60,Truck,Unknown
12001029398,09/14/2001,3,60,Car,HOLDEN
12001029523,09/14/2001,3,60,Car,PEUG  
12001029538,09/14/2001,3,60,Car,NISSAN
12001029576,09/14/2001,3,60,Truck,MITSUB
12001030147,09/14/2001,1,60,Car,HOLDEN
12001031400,09/14/2001,3,60,Taxi,FORD  
12001031414,09/14/2001,2,60,Car,VOLKS 
12001031635,09/14/2001,2,60,Car,TOYOTA
22001029598,09/14/2001,1,100,Car,FORD  
22001029623,09/14/2001,2,60,Car,HYNDAI
22001029649,09/14/2001,3,90,Car,B M W 
22001029865,09/14/2001,2,50,Car,HOLDEN
22001030072,09/14/2001,3,60,Bicycle,Unknown
22001030189,09/14/2001,3,80,Car,HOLDEN
22001030811,09/14/2001,3,60,Car,MITSUB
22001031743,09/14/2001,3,50,Car,SAAB  
22001032367,09/14/2001,3,60,Car,TOYOTA
22001034959,09/14/2001,3,80,Car,MERC B
22002006237,09/14/2001,2,60,Motor Cycle,APRILI
32001029384,09/14/2001,2,80,Bicycle,Unknown
32001029466,09/14/2001,2,60,Bicycle,Unknown
32001029471,09/14/2001,3,60,Unknown,Unknown
32001029722,09/14/2001,3,100,Car,FORD  
32001029724,09/14/2001,3,60,Other Vehicle,MAZDA 
32001029803,09/14/2001,3,60,Car,FORD  
32001030118,09/14/2001,3,50,Truck,TOYOTA
32001030748,09/14/2001,3,60,Car,HOLDEN
32001035571,09/14/2001,2,60,Car,HOLDEN
42001029219,09/14/2001,1,70,Truck,NISSAN
42001029520,09/14/2001,2,60,Car,FORD  
42001029533,09/14/2001,2,70,Car,NISSAN
42001029636,09/14/2001,2,80,Truck,HONDA 
42001029923,09/14/2001,2,60,Car,Unknown
42001029998,09/14/2001,3,60,Car,FORD  
42001034424,09/14/2001,2,60,Car,TOYOTA
42002006747,09/14/2001,2,60,Car,HOLDEN
52001029413,09/14/2001,3,110,Motor Cycle,HONDA 
52001029438,09/14/2001,3,80,Car,HOLDEN
52001029730,09/14/2001,3,80,Car,FORD  
52001029736,09/14/2001,3,60,Other Vehicle,FORD  
52001029985,09/14/2001,2,60,Car,TOYOTA
52001030361,09/14/2001,1,110,Car,NISSAN
52001032119,09/14/2001,3,60,Car,MITSUB
12001029516,09/15/2001,3,60,Car,TOYOTA
12001029567,09/15/2001,3,60,Car,MITSUB
12001029572,09/15/2001,3,60,Car,TOYOTA
12001029599,09/15/2001,3,60,Car,TOYOTA
12001029754,09/15/2001,3,60,Car,NISSAN
12001029766,09/15/2001,3,60,Car,NISSAN
12001029877,09/15/2001,2,70,Car,FORD  
12001030170,09/15/2001,3,60,Bicycle,Unknown
12001030339,09/15/2001,2,50,Motor Cycle,KAWASA
22001029645,09/15/2001,2,60,Bicycle,Unknown
22001029951,09/15/2001,3,60,Car,HOLDEN
22001031057,09/15/2001,3,60,Car,DAEWOO
22001031062,09/15/2001,3,60,Car,JAGUAR
22002026672,09/15/2001,2,100,Car,FORD  
32001029510,09/15/2001,2,60,Bicycle,Unknown
32001029682,09/15/2001,3,50,Motor Cycle,Unknown
32001029703,09/15/2001,3,50,Truck,VOLVO 
32001030013,09/15/2001,2,50,Truck,FORD  
32001030036,09/15/2001,2,50,Car,PEUG  
32001030598,09/15/2001,2,70,Car,TOYOTA
32001030776,09/15/2001,3,100,Car,HOLDEN
42001029515,09/15/2001,2,70,Car,MAZDA 
42001029524,09/15/2001,3,50,Bicycle,Unknown
42001029540,09/15/2001,3,70,Car,FORD  
42001029562,09/15/2001,3,80,Truck,INTERN
42001029668,09/15/2001,3,100,Car,DATSUN
42001029672,09/15/2001,3,50,Truck,HOLDEN
42001029679,09/15/2001,3,100,Car,TOYOTA
42001029837,09/15/2001,3,110,Car,B M W 
42001029841,09/15/2001,3,80,Car,HOLDEN
42001029873,09/15/2001,2,80,Car,DAEWOO
42001029975,09/15/2001,3,60,Other Vehicle,TOYOTA
42001029979,09/15/2001,3,70,Car,FORD  
42001029982,09/15/2001,2,60,Other Vehicle,NISSAN
42001029989,09/15/2001,2,60,Motor Cycle,K T M 
42001030001,09/15/2001,3,60,Car,HOLDEN
42001030089,09/15/2001,3,80,Car,HOLDEN
42001030101,09/15/2001,3,60,Truck,ISUZU 
42001032128,09/15/2001,2,80,Car,MERC B
42001032147,09/15/2001,3,60,Motor Cycle,H DAV 
42001035593,09/15/2001,3,60,Truck,IVECO 
42002004428,09/15/2001,2,60,Car,MITSUB
52001029455,09/15/2001,3,100,Car,TOYOTA
52001029462,09/15/2001,3,100,Car,FORD  
52001029765,09/15/2001,3,999,Car,HOLDEN
52001029791,09/15/2001,3,90,Car,FORD  
52001029792,09/15/2001,2,60,Car,HOLDEN
52001029990,09/15/2001,3,60,Car,HOLDEN
52001030052,09/15/2001,2,70,Car,FORD  
52001030059,09/15/2001,3,80,Car,FORD  
52001030079,09/15/2001,3,100,Car,HYNDAI
52001030116,09/15/2001,2,100,Motor Cycle,YAMAHA
52001030139,09/15/2001,2,60,Car,FORD  
52001030219,09/15/2001,2,90,Car,FORD  
52001030261,09/15/2001,3,70,Car,Unknown
52001030336,09/15/2001,3,999,Car,FORD  
52001032021,09/15/2001,2,80,Car,FORD  
12001029535,09/16/2001,2,60,Car,B M W 
12001029544,09/16/2001,2,60,Motor Cycle,H DAV 
12001029546,09/16/2001,2,100,Car,MITSUB
12001029548,09/16/2001,3,60,Car,SUBARU
12001030159,09/16/2001,2,50,Car,FORD  
12001030708,09/16/2001,3,60,Car,FORD  
12001030764,09/16/2001,2,50,Car,SAAB  
12001031811,09/16/2001,3,70,Bicycle,Unknown
12001034814,09/16/2001,3,50,Car,HOLDEN
12001037254,09/16/2001,2,60,Car,HYNDAI
22001029977,09/16/2001,2,100,Car,MITSUB
22001030479,09/16/2001,2,60,Truck,SUBARU
22001031048,09/16/2001,3,80,Motor Cycle,HONDA 
22001031763,09/16/2001,2,999,Car,MITSUB
32001029431,09/16/2001,2,60,Car,DAEWOO
32001029440,09/16/2001,2,100,Car,TOYOTA
32001029449,09/16/2001,2,100,Truck,Unknown
32001029696,09/16/2001,3,60,Car,MITSUB
32001030554,09/16/2001,3,100,Car,SUBARU
32001030601,09/16/2001,2,60,Car,TOYOTA
32001031096,09/16/2001,3,60,Car,DATSUN
32001032092,09/16/2001,2,100,Car,NISSAN
32001036058,09/16/2001,2,100,Car,TOYOTA
32001038147,09/16/2001,3,100,Truck,TOYOTA
32002002570,09/16/2001,3,50,Unknown,Unknown
42001029493,09/16/2001,3,80,Motor Cycle,Unknown
42001029518,09/16/2001,2,60,Car,FORD  
42001029677,09/16/2001,3,70,Truck,TOYOTA
42001029823,09/16/2001,3,60,Car,HOLDEN
42001030070,09/16/2001,2,60,Car,TOYOTA
42001030321,09/16/2001,3,60,Car,HOLDEN
42001030610,09/16/2001,2,100,Car,MAZDA 
42002009392,09/16/2001,2,100,Car,HOLDEN
52001029417,09/16/2001,1,80,Car,HOLDEN
52001029442,09/16/2001,3,60,Car,MAZDA 
52001029459,09/16/2001,3,80,Truck,MITSUB
52001029783,09/16/2001,3,100,Motor Cycle,YAMAHA
52001030033,09/16/2001,3,100,Car,MITSUB
52001030075,09/16/2001,2,50,Truck,TOYOTA
52001030284,09/16/2001,2,100,Truck,Unknown
52001030293,09/16/2001,3,100,Car,FORD  
52001030299,09/16/2001,3,80,Car,SAAB  
52001030326,09/16/2001,2,60,Car,FORD  
52001030994,09/16/2001,2,80,Car,MITSUB
52001031611,09/16/2001,3,60,Car,HYNDAI
12001029517,09/17/2001,2,70,Car,Unknown
12001029541,09/17/2001,3,60,Car,FORD  
12001029788,09/17/2001,3,60,Truck,R ROV 
12001029871,09/17/2001,3,60,Car,FORD  
12001030442,09/17/2001,2,60,Car,FORD  
12001030506,09/17/2001,3,60,Truck,Unknown
12001031108,09/17/2001,3,60,Car,HONDA 
12002002848,09/17/2001,2,50,Car,HOLDEN
22001029630,09/17/2001,3,60,Car,MITSUB
22001029658,09/17/2001,3,70,Car,HONDA 
22001030178,09/17/2001,2,60,Truck,TOYOTA
22001031042,09/17/2001,3,999,Car,Unknown
32001029840,09/17/2001,3,90,Car,HOLDEN
32001029927,09/17/2001,3,60,Truck,Unknown
32001030048,09/17/2001,3,80,Motor Cycle,HONDA 
32001030123,09/17/2001,2,100,Car,B M W 
32001030551,09/17/2001,2,50,Car,FORD  
32001031104,09/17/2001,3,100,Other Vehicle,Unknown
32001036088,09/17/2001,3,60,Unknown,TOYOTA
32002019073,09/17/2001,3,60,Car,TOYOTA
42001029530,09/17/2001,2,80,Car,NISSAN
42001029563,09/17/2001,2,60,Car,MAZDA 
42001029819,09/17/2001,2,60,Car,TOYOTA
42001029856,09/17/2001,2,999,Car,HOLDEN
42001029999,09/17/2001,2,60,Car,MITSUB
42001030162,09/17/2001,3,60,Bicycle,Unknown
42001030325,09/17/2001,2,80,Car,KIA   
42001030402,09/17/2001,2,70,Car,DAIHAT
42001030890,09/17/2001,2,100,Other Vehicle,FORD  
42001031718,09/17/2001,3,110,Car,NISSAN
42001032614,09/17/2001,2,60,Car,Unknown
52001029726,09/17/2001,3,80,Car,TOYOTA
52001029855,09/17/2001,3,999,Car,FORD  
52001029888,09/17/2001,3,60,Car,HYNDAI
12001029738,09/18/2001,2,60,Car,FORD  
12001029789,09/18/2001,3,60,Other Vehicle,TOYOTA
12001029872,09/18/2001,3,60,Motor Cycle,H DAV 
12001029875,09/18/2001,3,50,Truck,HOLDEN
12001030142,09/18/2001,2,70,Car,FORD  
12001030522,09/18/2001,3,60,Car,DAEWOO
12001030820,09/18/2001,2,60,Car,SUZUKI
12001035264,09/18/2001,2,50,Car,FORD  
12001036777,09/18/2001,3,60,Car,FORD  
12001039235,09/18/2001,3,60,Car,HYNDAI
12002019874,09/18/2001,2,60,Car,MITSUB
22001029945,09/18/2001,3,60,Car,Unknown
22001030109,09/18/2001,3,60,Bicycle,Unknown
22001030112,09/18/2001,3,60,Car,CITRN 
22001031074,09/18/2001,3,60,Car,HOLDEN
22001031770,09/18/2001,3,100,Car,VOLKS 
32001029709,09/18/2001,3,60,Motor Cycle,YAMAHA
32001029720,09/18/2001,3,50,Car,FORD  
32001030092,09/18/2001,3,60,Car,HOLDEN
32001030163,09/18/2001,3,60,Truck,SCANIA
32001030222,09/18/2001,2,60,Car,HOLDEN
32001030651,09/18/2001,3,50,Other Vehicle,HOLDEN
32001030787,09/18/2001,3,110,Other Vehicle,TOYOTA
32001032635,09/18/2001,3,100,Motor Cycle,K T M 
42001029892,09/18/2001,3,70,Car,FORD  
42001029986,09/18/2001,3,80,Car,B M W 
42001030264,09/18/2001,3,60,Other Vehicle,FORD  
42001030432,09/18/2001,3,60,Truck,NISSAN
52001029876,09/18/2001,3,60,Car,HOLDEN
52001030262,09/18/2001,3,999,Bicycle,Unknown
52001030281,09/18/2001,3,100,Car,HOLDEN
52001030294,09/18/2001,3,100,Car,MAZDA 
52001031988,09/18/2001,3,999,Car,TOYOTA
52001034494,09/18/2001,3,100,Car,MITSUB
52001035180,09/18/2001,2,100,Car,TOYOTA
12001030204,09/19/2001,3,60,Car,SUZUKI
12001030457,09/19/2001,2,80,Car,Unknown
12001030461,09/19/2001,3,60,Car,FORD  
12001030462,09/19/2001,3,60,Car,TOYOTA
12001030756,09/19/2001,3,100,Car,HOLDEN
12001031081,09/19/2001,2,60,Taxi,HOLDEN
12001031820,09/19/2001,2,60,Car,MITSUB
12001036114,09/19/2001,3,60,Tram,Unknown
22001029915,09/19/2001,3,60,Other Vehicle,HINO  
22001030061,09/19/2001,3,50,Car,SUBARU
22001030093,09/19/2001,2,100,Car,NISSAN
22001030368,09/19/2001,3,100,Car,MERC B
22001030466,09/19/2001,2,100,Car,FORD  
22001030496,09/19/2001,3,60,Car,HOLDEN
22001030969,09/19/2001,3,70,Car,MAZDA 
22001031054,09/19/2001,2,100,Car,MITSUB
32001029984,09/19/2001,1,60,Other Vehicle,TOYOTA
32001030065,09/19/2001,3,80,Car,FORD  
32001030213,09/19/2001,2,70,Car,HOLDEN
32001030218,09/19/2001,3,60,Car,NISSAN
32001030497,09/19/2001,3,50,Car,TOYOTA
32001030549,09/19/2001,2,70,Car,FORD  
32001031124,09/19/2001,3,60,Car,TOYOTA
42001029908,09/19/2001,3,70,Truck,KIA   
42001029970,09/19/2001,3,60,Other Vehicle,HOLDEN
42001030012,09/19/2001,2,80,Car,NISSAN
42001030019,09/19/2001,2,60,Car,HYNDAI
42001032560,09/19/2001,3,80,Car,TOYOTA
42001032677,09/19/2001,3,70,Car,DAEWOO
42001035462,09/19/2001,3,60,Unknown,Unknown
42001037434,09/19/2001,3,50,Car,MITSUB
52001029796,09/19/2001,1,100,Other Vehicle,TOYOTA
52001029851,09/19/2001,3,100,Car,HOLDEN
52001029864,09/19/2001,2,80,Car,HOLDEN
52001029868,09/19/2001,3,999,Car,FORD  
52001030133,09/19/2001,2,100,Other Vehicle,HOLDEN
52001030324,09/19/2001,3,100,Truck,MAZDA 
52001030334,09/19/2001,3,80,Car,TOYOTA
52001031999,09/19/2001,3,50,Car,FORD  
52001033474,09/19/2001,3,50,Other Vehicle,FORD  
52001035177,09/19/2001,3,50,Truck,TOYOTA
12001030208,09/20/2001,3,70,Motor Cycle,KAWASA
12001030217,09/20/2001,3,60,Car,FORD  
12001030414,09/20/2001,3,60,Motor Cycle,SUZUKI
12001030467,09/20/2001,3,50,Car,HOLDEN
12001030792,09/20/2001,2,60,Car,HOLDEN
12002005144,09/20/2001,2,60,Car,TOYOTA
22001029932,09/20/2001,3,50,Car,HOLDEN
22001030200,09/20/2001,2,50,Motor Cycle,Unknown
22001030364,09/20/2001,3,100,Car,HOLDEN
22001030908,09/20/2001,3,100,Car,HYNDAI
22001031576,09/20/2001,3,60,Truck,SUBARU
22001032950,09/20/2001,3,70,Truck,FORD  
22002013588,09/20/2001,3,999,Car,TOYOTA
32001029916,09/20/2001,2,100,Car,FORD  
32001029926,09/20/2001,3,50,Car,HONDA 
32001030166,09/20/2001,2,60,Car,HONDA 
32001030240,09/20/2001,3,70,Motor Cycle,SUZUKI
32001030396,09/20/2001,3,50,Car,SUZUKI
32001030422,09/20/2001,3,60,Car,FORD  
32001030757,09/20/2001,2,50,Motor Cycle,SUZUKI
32001031308,09/20/2001,2,100,Car,HOLDEN
32002005446,09/20/2001,3,60,Car,FORD  
42001030148,09/20/2001,2,80,Other Vehicle,TOYOTA
42001030473,09/20/2001,3,60,Bicycle,Unknown
42001030841,09/20/2001,3,60,Car,FORD  
42001030992,09/20/2001,3,60,Car,FORD  
42001031131,09/20/2001,3,50,Car,KIA   
42001031814,09/20/2001,3,60,Car,Unknown
42001033975,09/20/2001,2,60,Car,MITSUB
42001037704,09/20/2001,2,80,Car,FORD  
42001038481,09/20/2001,3,100,Motor Cycle,Unknown
42001040001,09/20/2001,3,60,Car,TOYOTA
52001030239,09/20/2001,3,999,Car,HONDA 
52001030319,09/20/2001,2,80,Truck,TOYOTA
52001030360,09/20/2001,3,80,Car,SUBARU
52001030624,09/20/2001,3,70,Car,MITSUB
52001030643,09/20/2001,2,100,Motor Cycle,KAWASA
52001031476,09/20/2001,3,50,Car,HOLDEN
12001030272,09/21/2001,3,70,Truck,Unknown
12001030323,09/21/2001,3,50,Taxi,FORD  
12001030398,09/21/2001,3,50,Truck,FORD  
12001030567,09/21/2001,3,60,Taxi,FORD  
12001030613,09/21/2001,2,50,Truck,TOYOTA
12001030680,09/21/2001,3,60,Truck,MAZDA 
12001032856,09/21/2001,2,60,Car,FORD  
12001035251,09/21/2001,3,50,Truck,MITSUB
12001035258,09/21/2001,3,60,Truck,TOYOTA
12001036760,09/21/2001,3,60,Motor Cycle,HONDA 
22001030034,09/21/2001,2,60,Taxi,FORD  
22001030086,09/21/2001,3,100,Car,MITSUB
22001030192,09/21/2001,3,70,Car,FORD  
22001030196,09/21/2001,3,60,Car,NISSAN
22001030362,09/21/2001,3,60,Car,FORD  
22001030421,09/21/2001,2,60,Truck,HOLDEN
22001030425,09/21/2001,3,60,Car,NISSAN
22001030428,09/21/2001,2,60,Car,MAZDA 
22001030431,09/21/2001,3,60,Taxi,FORD  
22001030790,09/21/2001,3,60,Car,FORD  
22001030972,09/21/2001,3,100,Bicycle,Unknown
22001031498,09/21/2001,3,60,Truck,ISUZU 
22001032918,09/21/2001,3,60,Car,B M W 
22001033771,09/21/2001,3,100,Car,MITSUB
22001034378,09/21/2001,3,100,Car,FORD  
22002013075,09/21/2001,3,60,Car,MERC B
32001030077,09/21/2001,3,60,Car,FORD  
32001030111,09/21/2001,3,60,Car,MITSUB
32001030120,09/21/2001,3,100,Other Vehicle,HOLDEN
32001030171,09/21/2001,2,70,Truck,NISSAN
32001030401,09/21/2001,2,60,Car,FORD  
32001030408,09/21/2001,3,70,Car,HOLDEN
32001030589,09/21/2001,2,100,Truck,KIA   
32001030734,09/21/2001,3,60,Car,FORD  
32001030738,09/21/2001,2,60,Motor Cycle,YAMAHA
32001031485,09/21/2001,3,60,Truck,HOLDEN
42001030191,09/21/2001,3,60,Car,FORD  
42001030252,09/21/2001,3,100,Other Vehicle,NISSAN
42001030257,09/21/2001,3,50,Car,FORD  
42001030259,09/21/2001,2,100,Truck,Unknown
42001030311,09/21/2001,2,60,Truck,MITSUB
42001030335,09/21/2001,1,70,Car,HOLDEN
42001030446,09/21/2001,3,70,Motor Cycle,HONDA 
42001030459,09/21/2001,2,100,Other Vehicle,FORD  
42001030477,09/21/2001,2,60,Car,HONDA 
42001030534,09/21/2001,2,70,Motor Cycle,HONDA 
42001031440,09/21/2001,2,100,Car,HOLDEN
42001035595,09/21/2001,3,50,Car,HOLDEN
42002022166,09/21/2001,3,80,Car,HYNDAI
52001030231,09/21/2001,2,90,Truck,TOYOTA
52001030236,09/21/2001,3,80,Car,NISSAN
52001030296,09/21/2001,3,80,Car,TOYOTA
52001030525,09/21/2001,3,80,Car,FORD  
12001030597,09/22/2001,3,50,Taxi,Unknown
12001030646,09/22/2001,2,70,Motor Cycle,SUZUKI
