ACCIDENT_NO,Date,SEVERITY,SPEED_ZONE,VehicleType,VEHICLE_MAKE
52000003351,01/14/2000,3,100,Car,HOLDEN
52000003694,01/14/2000,3,60,Car,TOYOTA
12000005438,01/15/2000,3,70,Truck,Unknown
12000005508,01/15/2000,3,60,Car,FORD  
12000009473,01/15/2000,3,60,Car,Unknown
22000003319,01/15/2000,3,60,Car,TOYOTA
22000003610,01/15/2000,2,100,Truck,MERC B
32000003586,01/15/2000,3,60,Bicycle,Unknown
32000003616,01/15/2000,3,60,Bicycle,Unknown
32000003677,01/15/2000,2,100,Bicycle,Unknown
32000003680,01/15/2000,2,60,Car,FORD  
32000004106,01/15/2000,2,60,Car,VOLKS 
32000004176,01/15/2000,3,60,Car,VOLKS 
32000004973,01/15/2000,3,60,Car,TOYOTA
32000005132,01/15/2000,2,100,Car,STAT M
42000003353,01/15/2000,3,60,Truck,MACK  
42000003428,01/15/2000,3,60,Car,DAEWOO
42000003503,01/15/2000,3,100,Car,FORD  
42000003512,01/15/2000,2,100,Car,HOLDEN
42000003513,01/15/2000,3,100,Car,HYNDAI
42000003525,01/15/2000,3,80,Bicycle,Unknown
42000003968,01/15/2000,3,100,Truck,TOYOTA
42000004428,01/15/2000,3,80,Car,TOYOTA
42000004956,01/15/2000,2,60,Other Vehicle,TOYOTA
42000005106,01/15/2000,3,80,Taxi,FORD  
52000003325,01/15/2000,3,80,Car,TOYOTA
52000004365,01/15/2000,2,110,Car,HOLDEN
52000004402,01/15/2000,2,60,Car,HOLDEN
12000002288,01/16/2000,2,60,Car,HOLDEN
12000003139,01/16/2000,2,60,Car,TOYOTA
12000003725,01/16/2000,3,60,Taxi,FORD  
12000003984,01/16/2000,3,60,Truck,MITSUB
12000004036,01/16/2000,3,80,Car,MITSUB
12000007086,01/16/2000,3,60,Bicycle,Unknown
22000003032,01/16/2000,1,70,Bicycle,Unknown
22000003507,01/16/2000,3,60,Tram,Unknown
22000003523,01/16/2000,3,60,Car,HOLDEN
22000003603,01/16/2000,3,100,Other Vehicle,TOYOTA
22000003749,01/16/2000,2,60,Car,NISSAN
22000003763,01/16/2000,2,100,Truck,MITSUB
22000004068,01/16/2000,3,100,Car,FORD  
22000017446,01/16/2000,3,60,Car,NISSAN
22001022890,01/16/2000,3,60,Car,HOLDEN
32000003727,01/16/2000,3,80,Bicycle,Unknown
32000003730,01/16/2000,3,60,Bicycle,Unknown
42000003306,01/16/2000,2,60,Car,TOYOTA
42000003348,01/16/2000,3,60,Car,NISSAN
42000003360,01/16/2000,3,60,Motor Cycle,K T M 
42000003396,01/16/2000,3,80,Bicycle,Unknown
42000003440,01/16/2000,3,60,Motor Cycle,SUZUKI
42000003486,01/16/2000,3,60,Other Vehicle,FORD  
42000003554,01/16/2000,2,100,Truck,KENWTH
42000003808,01/16/2000,3,70,Car,NISSAN
42000003835,01/16/2000,2,100,Car,FORD  
42000004449,01/16/2000,3,70,Motor Cycle,SUZUKI
42000004650,01/16/2000,3,60,Car,MITSUB
42000009565,01/16/2000,3,60,Truck,FORD  
52000001843,01/16/2000,2,100,Car,FORD  
52000002035,01/16/2000,2,100,Car,MITSUB
52000002784,01/16/2000,3,60,Car,FORD  
52000002788,01/16/2000,3,80,Car,HOLDEN
52000002968,01/16/2000,2,60,Motor Cycle,HONDA 
52000002973,01/16/2000,3,70,Car,MITSUB
52000003015,01/16/2000,3,80,Car,HOLDEN
52000003191,01/16/2000,3,100,Other Vehicle,TOYOTA
52000003386,01/16/2000,3,100,Tram,Unknown
52000003415,01/16/2000,3,80,Car,HOLDEN
52000003434,01/16/2000,2,80,Truck,SUBARU
52000003451,01/16/2000,3,60,Car,NISSAN
52000003452,01/16/2000,3,80,Car,FORD  
52000003578,01/16/2000,2,100,Truck,TOYOTA
52000003644,01/16/2000,3,100,Car,DATSUN
52000004213,01/16/2000,3,60,Car,EUNOS 
52000005123,01/16/2000,2,60,Car,FORD  
52000006928,01/16/2000,2,60,Car,FORD  
12000003537,01/17/2000,3,60,Truck,VOLVO 
12000003564,01/17/2000,3,60,Bicycle,Unknown
12000004098,01/17/2000,2,60,Car,Unknown
12000004112,01/17/2000,3,100,Car,HOLDEN
12000004717,01/17/2000,3,60,Tram,Unknown
12000004733,01/17/2000,3,60,Bicycle,Unknown
12000005038,01/17/2000,1,60,Truck,HOLDEN
12000005337,01/17/2000,3,60,Car,DATSUN
12000005374,01/17/2000,3,60,Car,FORD  
12000005788,01/17/2000,2,60,Bicycle,Unknown
12000008080,01/17/2000,3,60,Car,TOYOTA
12000022412,01/17/2000,3,60,Truck,TOYOTA
22000003548,01/17/2000,3,60,Car,Unknown
22000003789,01/17/2000,3,60,Car,HYNDAI
22000003919,01/17/2000,3,60,Car,HOLDEN
32000003506,01/17/2000,2,80,Motor Cycle,DUCATI
32000003604,01/17/2000,3,60,Car,HOLDEN
32000003684,01/17/2000,2,60,Car,Unknown
32000004233,01/17/2000,3,60,Car,FORD  
32000004439,01/17/2000,3,100,Car,FORD  
32000004856,01/17/2000,3,60,Car,NISSAN
32000010629,01/17/2000,3,60,Car,TOYOTA
32000026241,01/17/2000,2,60,Car,HOLDEN
42000003438,01/17/2000,2,60,Car,FORD  
42000003496,01/17/2000,3,60,Truck,INTERN
42000003518,01/17/2000,2,100,Car,HYNDAI
42000003745,01/17/2000,3,60,Car,HYNDAI
42000003754,01/17/2000,2,60,Car,TOYOTA
42000003758,01/17/2000,3,80,Car,MITSUB
42000003788,01/17/2000,3,60,Car,FORD  
42000003831,01/17/2000,3,110,Car,FORD  
42000003917,01/17/2000,3,100,Car,FORD  
42000004399,01/17/2000,3,60,Car,TOYOTA
42000004445,01/17/2000,3,60,Car,Unknown
42000004655,01/17/2000,3,60,Car,Unknown
42000004658,01/17/2000,2,80,Truck,Unknown
42000004664,01/17/2000,3,80,Car,HOLDEN
42000007498,01/17/2000,3,60,Motor Cycle,HONDA 
42000007690,01/17/2000,3,60,Car,HOLDEN
52000002789,01/17/2000,3,80,Car,NISSAN
52000002798,01/17/2000,3,60,Other Vehicle,HOLDEN
52000002970,01/17/2000,2,60,Car,FORD  
52000003364,01/17/2000,3,100,Car,FORD  
52000003395,01/17/2000,2,80,Car,TOYOTA
52000003399,01/17/2000,3,80,Car,DATSUN
52000003417,01/17/2000,3,60,Taxi,FORD  
52000003594,01/17/2000,3,60,Truck,SCANIA
52000004409,01/17/2000,3,60,Car,HONDA 
52000004581,01/17/2000,2,60,Car,HOLDEN
12000003420,01/18/2000,1,60,Truck,TOYOTA
12000003584,01/18/2000,3,60,Car,FORD  
12000003885,01/18/2000,3,60,Car,MITSUB
12000003966,01/18/2000,3,60,Motor Cycle,SUZUKI
12000004074,01/18/2000,2,60,Other Vehicle,FORD  
12000004105,01/18/2000,3,60,Motor Cycle,HONDA 
12000004434,01/18/2000,3,60,Truck,FORD  
12000004708,01/18/2000,3,60,Tram,Unknown
12000005176,01/18/2000,2,60,Motor Cycle,SUZUKI
12000005224,01/18/2000,3,60,Bicycle,Unknown
12000005279,01/18/2000,3,60,Car,AUDI  
12000005312,01/18/2000,3,60,Car,MITSUB
12000005534,01/18/2000,3,60,Car,TOYOTA
22000003400,01/18/2000,2,100,Car,HOLDEN
22000003436,01/18/2000,3,100,Car,Unknown
22000003505,01/18/2000,2,100,Car,TOYOTA
22000004061,01/18/2000,3,60,Car,HONDA 
22000004073,01/18/2000,3,100,Car,FORD  
22000004231,01/18/2000,3,100,Car,TOYOTA
22000004275,01/18/2000,3,60,Car,TOYOTA
32000003502,01/18/2000,3,80,Other Vehicle,TOYOTA
42000003894,01/18/2000,3,60,Car,HOLDEN
42000003920,01/18/2000,2,60,Car,HYNDAI
42000004198,01/18/2000,2,60,Motor Cycle,YAMAHA
42000004454,01/18/2000,3,100,Car,HOLDEN
42000004633,01/18/2000,3,70,Car,Unknown
42000005479,01/18/2000,3,60,Car,MITSUB
42000005667,01/18/2000,3,80,Car,HONDA 
42000008139,01/18/2000,3,60,Car,FORD  
52000003469,01/18/2000,3,100,Car,HOLDEN
52000003474,01/18/2000,3,60,Car,HYNDAI
52000003692,01/18/2000,3,80,Car,HONDA 
52000003858,01/18/2000,3,60,Car,Unknown
12000003882,01/19/2000,3,60,Car,Unknown
12000003971,01/19/2000,2,60,Motor Cycle,YAMAHA
12000004088,01/19/2000,3,60,Car,SAAB  
12000004125,01/19/2000,3,60,Car,HOLDEN
12000005170,01/19/2000,3,60,Bicycle,Unknown
12000005201,01/19/2000,3,60,Truck,FORD  
12000005313,01/19/2000,3,60,Car,HOLDEN
12000005371,01/19/2000,3,60,Car,MITSUB
12000005375,01/19/2000,3,60,Car,Unknown
12000005380,01/19/2000,2,60,Car,FORD  
12000005531,01/19/2000,3,60,Bicycle,Unknown
12000006767,01/19/2000,3,60,Car,HOLDEN
12000020514,01/19/2000,3,60,Car,HOLDEN
12000029196,01/19/2000,3,60,Truck,MITSUB
22000003407,01/19/2000,3,60,Car,PEUG  
22000003491,01/19/2000,3,100,Car,NISSAN
22000003545,01/19/2000,3,60,Other Vehicle,FORD  
22000003627,01/19/2000,3,60,Car,HOLDEN
22000003764,01/19/2000,2,60,Car,MAZDA 
22000003793,01/19/2000,3,60,Unknown,Unknown
22000003850,01/19/2000,3,60,Car,MITSUB
22000004021,01/19/2000,3,60,Car,NISSAN
22000004413,01/19/2000,3,60,Car,HONDA 
32000003668,01/19/2000,3,60,Car,HOLDEN
32000004032,01/19/2000,3,60,Other Vehicle,TOYOTA
32000004045,01/19/2000,2,60,Truck,VOLVO 
32000004108,01/19/2000,3,60,Truck,Unknown
32000004150,01/19/2000,3,100,Car,FORD  
32000004160,01/19/2000,3,100,Car,TOYOTA
32000004239,01/19/2000,3,60,Car,NISSAN
32000004880,01/19/2000,3,60,Car,HOLDEN
32000005002,01/19/2000,3,60,Car,FORD  
32000005005,01/19/2000,3,60,Truck,MAZDA 
42000003740,01/19/2000,3,80,Car,JEEP  
42000003812,01/19/2000,3,70,Car,HOLDEN
42000003815,01/19/2000,3,60,Truck,HOLDEN
42000003817,01/19/2000,3,60,Truck,FORD  
42000003898,01/19/2000,3,80,Other Vehicle,TOYOTA
42000003965,01/19/2000,3,100,Truck,NISSAN
42000004638,01/19/2000,3,60,Truck,TOYOTA
42000004984,01/19/2000,3,60,Car,MITSUB
42000005018,01/19/2000,3,60,Truck,VOLVO 
52000003647,01/19/2000,3,100,Car,SUZUKI
52000003652,01/19/2000,3,60,Car,HOLDEN
52000003658,01/19/2000,3,100,Car,MITSUB
52000003881,01/19/2000,3,60,Truck,MITSUB
52000004206,01/19/2000,3,999,Other Vehicle,HOLDEN
52000004252,01/19/2000,3,60,Bicycle,Unknown
52000004259,01/19/2000,3,60,Truck,VOLKS 
52000005695,01/19/2000,3,60,Car,TOYOTA
12000005339,01/20/2000,2,60,Car,Unknown
12000005367,01/20/2000,3,999,Car,NISSAN
12000005399,01/20/2000,3,60,Car,NISSAN
12000005496,01/20/2000,3,60,Motor Cycle,PIAGGI
12000005504,01/20/2000,2,60,Car,CHRYS 
12000005947,01/20/2000,3,60,Car,HOLDEN
12000009608,01/20/2000,3,60,Car,TOYOTA
12000009680,01/20/2000,3,60,Car,FORD  
12000009694,01/20/2000,3,60,Motor Cycle,YAMAHA
12000031739,01/20/2000,3,60,Truck,FORD  
22000003027,01/20/2000,1,60,Truck,MITSUB
22000003767,01/20/2000,2,60,Truck,HOLDEN
22000003798,01/20/2000,3,60,Car,SEAT  
22000003851,01/20/2000,3,40,Car,FORD  
22000003862,01/20/2000,3,60,Truck,FORD  
22000003946,01/20/2000,3,100,Car,MITSUB
22000024277,01/20/2000,3,60,Bicycle,Unknown
32000004113,01/20/2000,3,70,Car,MAZDA 
32000004124,01/20/2000,3,60,Other Vehicle,NISSAN
32000004183,01/20/2000,3,60,Car,CHRYS 
32000004234,01/20/2000,3,60,Car,FORD  
32000004841,01/20/2000,3,60,Car,HOLDEN
32000004857,01/20/2000,2,60,Car,FORD  
32000004858,01/20/2000,3,60,Motor Cycle,Unknown
32000004861,01/20/2000,3,60,Car,FORD  
32000015423,01/20/2000,3,70,Car,TOYOTA
32000024613,01/20/2000,3,100,Car,MITSUB
42000003189,01/20/2000,1,100,Truck,FORD  
42000003780,01/20/2000,2,60,Truck,FIAT  
42000003790,01/20/2000,3,100,Motor Cycle,SUZUKI
42000003810,01/20/2000,3,60,Car,HOLDEN
42000003867,01/20/2000,3,60,Car,HOLDEN
42000004116,01/20/2000,3,60,Car,Unknown
42000004173,01/20/2000,3,60,Truck,SUZUKI
42000004425,01/20/2000,3,60,Car,DAIHAT
42000004665,01/20/2000,3,60,Car,DAEWOO
42000004776,01/20/2000,3,100,Car,FORD  
42000005212,01/20/2000,3,60,Other Vehicle,HOLDEN
52000004406,01/20/2000,3,100,Other Vehicle,FORD  
52000004479,01/20/2000,3,60,Car,FORD  
52000004909,01/20/2000,2,60,Car,FORD  
52000006843,01/20/2000,3,100,Car,FORD  
52000008221,01/20/2000,3,60,Car,B M W 
12000004319,01/21/2000,3,60,Truck,SUBARU
12000004631,01/21/2000,3,60,Taxi,FORD  
12000004644,01/21/2000,3,60,Car,FORD  
12000004740,01/21/2000,3,60,Car,HOLDEN
12000005190,01/21/2000,2,60,Truck,Unknown
12000005310,01/21/2000,1,70,Truck,Unknown
12000005502,01/21/2000,3,60,Bicycle,Unknown
22000003840,01/21/2000,3,70,Car,SUBARU
22000003940,01/21/2000,2,100,Bicycle,Unknown
22000004659,01/21/2000,1,100,Car,DAEWOO
22000004697,01/21/2000,3,110,Car,HYNDAI
22000004743,01/21/2000,3,80,Car,HOLDEN
22000010085,01/21/2000,3,60,Other Vehicle,Unknown
32000003941,01/21/2000,3,100,Car,HOLDEN
32000003998,01/21/2000,3,60,Other Vehicle,FORD  
32000004114,01/21/2000,3,100,Truck,INTERN
32000004162,01/21/2000,3,100,Car,MORRIS
32000004250,01/21/2000,3,80,Car,HONDA 
32000004311,01/21/2000,2,60,Car,SAAB  
32000004597,01/21/2000,3,60,Bicycle,Unknown
32000004734,01/21/2000,3,60,Truck,VOLKS 
32000004859,01/21/2000,2,60,Car,HYNDAI
32000005629,01/21/2000,3,60,Car,HYNDAI
32000017332,01/21/2000,3,100,Truck,FORD  
42000003778,01/21/2000,3,60,Car,NISSAN
42000003961,01/21/2000,2,100,Truck,FORD  
42000003972,01/21/2000,3,60,Car,HOLDEN
42000004052,01/21/2000,3,60,Car,MITSUB
42000004154,01/21/2000,2,60,Car,HOLDEN
42000004342,01/21/2000,3,60,Car,HYNDAI
42000004344,01/21/2000,2,70,Truck,HOLDEN
42000004346,01/21/2000,3,70,Car,FORD  
42000004433,01/21/2000,2,60,Other Vehicle,FORD  
42000004499,01/21/2000,3,60,Car,MERC B
42000004681,01/21/2000,2,60,Car,MITSUB
42000005133,01/21/2000,2,100,Truck,HOLDEN
42000005136,01/21/2000,3,100,Car,HYNDAI
42000005447,01/21/2000,3,60,Car,TOYOTA
42000005563,01/21/2000,3,80,Car,HOLDEN
42000005648,01/21/2000,3,70,Car,MAZDA 
42000008869,01/21/2000,3,60,Car,HYNDAI
52000003025,01/21/2000,3,50,Car,MAZDA 
52000003204,01/21/2000,3,70,Bicycle,Unknown
52000003592,01/21/2000,3,80,Car,MITSUB
52000003615,01/21/2000,2,100,Car,KIA   
52000003857,01/21/2000,3,100,Motor Cycle,KAWASA
52000004407,01/21/2000,1,60,Car,TOYOTA
52000004486,01/21/2000,3,80,Car,NISSAN
52000004500,01/21/2000,3,80,Car,FORD  
12000003949,01/22/2000,3,60,Car,MITSUB
12000003954,01/22/2000,2,60,Car,HONDA 
12000004082,01/22/2000,3,60,Car,HOLDEN
12000004611,01/22/2000,3,60,Car,MITSUB
12000004731,01/22/2000,2,60,Car,TOYOTA
12000005323,01/22/2000,2,60,Bicycle,Unknown
12000005345,01/22/2000,2,60,Car,MITSUB
12000005346,01/22/2000,2,60,Motor Cycle,SUZUKI
12000005415,01/22/2000,2,60,Car,FORD  
12000005507,01/22/2000,3,60,Car,MAZDA 
12000007773,01/22/2000,3,60,Motor Cycle,HONDA 
22000004456,01/22/2000,3,100,Car,TOYOTA
22000005495,01/22/2000,3,60,Car,SUBARU
32000004002,01/22/2000,3,60,Motor Cycle,Unknown
32000004193,01/22/2000,3,60,Car,FORD  
32000004207,01/22/2000,3,60,Car,HOLDEN
32000004764,01/22/2000,3,60,Car,HOLDEN
32000004838,01/22/2000,3,60,Car,CHRYS 
32000005722,01/22/2000,3,60,Car,FORD  
32000006041,01/22/2000,3,100,Car,FORD  
42000003776,01/22/2000,2,70,Car,TOYOTA
42000003870,01/22/2000,3,60,Car,Unknown
42000003908,01/22/2000,2,100,Car,TOYOTA
42000003916,01/22/2000,3,100,Truck,MITSUB
42000003925,01/22/2000,3,80,Car,HOLDEN
42000003975,01/22/2000,3,100,Car,FORD  
42000004100,01/22/2000,3,60,Car,TOYOTA
42000004327,01/22/2000,3,60,Car,HOLDEN
42000004348,01/22/2000,3,70,Car,HOLDEN
42000004385,01/22/2000,3,60,Car,PEUG  
42000004462,01/22/2000,3,100,Car,FORD  
42000004515,01/22/2000,2,60,Car,FORD  
42000004928,01/22/2000,2,100,Other Vehicle,MITSUB
42000004971,01/22/2000,2,80,Car,MAZDA 
42000004999,01/22/2000,3,60,Other Vehicle,FORD  
42000005008,01/22/2000,3,60,Car,FORD  
42000005129,01/22/2000,2,100,Bus/Coach,M A N 
42000005746,01/22/2000,3,60,Car,TOYOTA
42000006335,01/22/2000,3,80,Car,TOYOTA
42001003821,01/22/2000,3,60,Car,HOLDEN
52000003029,01/22/2000,3,70,Other Vehicle,G M C 
52000003031,01/22/2000,3,60,Motor Cycle,Unknown
52000003165,01/22/2000,3,60,Car,PEUG  
52000003522,01/22/2000,3,110,Car,FORD  
52000003596,01/22/2000,3,100,Car,FORD  
52000003609,01/22/2000,3,60,Car,HOLDEN
52000003614,01/22/2000,3,100,Car,TOYOTA
52000003886,01/22/2000,1,110,Car,FORD  
52000004851,01/22/2000,3,80,Car,HOLDEN
52000006235,01/22/2000,3,60,Motor Cycle,KAWASA
52000020959,01/22/2000,3,80,Car,FORD  
12000003956,01/23/2000,3,60,Car,TOYOTA
12000004651,01/23/2000,3,60,Car,FORD  
12000005191,01/23/2000,3,60,Car,TOYOTA
12000005322,01/23/2000,3,60,Taxi,FORD  
12000005348,01/23/2000,3,60,Car,FORD  
12000005542,01/23/2000,3,60,Car,HOLDEN
12000006622,01/23/2000,3,60,Car,HOLDEN
12000008180,01/23/2000,3,100,Car,MERC B
12000012114,01/23/2000,3,60,Car,PEUG  
12000017056,01/23/2000,3,60,Other Vehicle,HOLDEN
22000003816,01/23/2000,3,100,Car,DAEWOO
22000003824,01/23/2000,3,100,Other Vehicle,TOYOTA
22000003932,01/23/2000,3,100,Bicycle,Unknown
22000004318,01/23/2000,3,100,Car,NISSAN
22000004473,01/23/2000,3,100,Car,MITSUB
22000004669,01/23/2000,3,60,Truck,NISSAN
22000004684,01/23/2000,2,100,Car,TOYOTA
22000005222,01/23/2000,3,60,Truck,NISSAN
32000004197,01/23/2000,3,60,Truck,HOLDEN
32000005161,01/23/2000,2,60,Truck,SUBARU
42000004264,01/23/2000,3,60,Car,HYNDAI
42000004267,01/23/2000,3,80,Car,FORD  
42000004358,01/23/2000,3,60,Truck,MAZDA 
42000004366,01/23/2000,2,60,Car,HOLDEN
42000004438,01/23/2000,2,70,Car,HOLDEN
42000004459,01/23/2000,2,100,Car,HOLDEN
42000004545,01/23/2000,3,70,Car,HOLDEN
42000005030,01/23/2000,3,60,Other Vehicle,NISSAN
42000006292,01/23/2000,3,60,Car,FORD  
42000006294,01/23/2000,3,60,Car,TOYOTA
42000007906,01/23/2000,3,60,Car,TOYOTA
42000008654,01/23/2000,3,60,Car,HOLDEN
42000018706,01/23/2000,2,60,Car,TOYOTA
52000003235,01/23/2000,3,70,Car,HOLDEN
52000003241,01/23/2000,2,100,Car,DATSUN
52000004196,01/23/2000,2,100,Truck,SUBARU
52000004272,01/23/2000,2,60,Motor Cycle,KAWASA
52000004374,01/23/2000,2,100,Car,HYNDAI
52000004532,01/23/2000,2,60,Car,Unknown
52000004800,01/23/2000,3,60,Motor Cycle,Unknown
52000024406,01/23/2000,3,80,Car,HOLDEN
52001019100,01/23/2000,3,80,Car,TOYOTA
12000005189,01/24/2000,3,70,Other Vehicle,TOYOTA
12000005343,01/24/2000,3,60,Other Vehicle,Unknown
12000005391,01/24/2000,3,60,Truck,VOLVO 
12000005567,01/24/2000,2,60,Tram,Unknown
22000003880,01/24/2000,3,60,Truck,TOYOTA
22000004326,01/24/2000,3,60,Car,Unknown
22000004509,01/24/2000,3,80,Car,TOYOTA
22000004513,01/24/2000,2,60,Car,LEXUS 
22000005167,01/24/2000,2,100,Car,MAZDA 
22000005263,01/24/2000,3,100,Truck,NISSAN
22000006339,01/24/2000,3,60,Car,HOLDEN
32000004139,01/24/2000,3,60,Truck,TOYOTA
32000004850,01/24/2000,3,60,Car,FORD  
42000004080,01/24/2000,3,60,Car,HOLDEN
42000004282,01/24/2000,3,80,Car,FORD  
42000004447,01/24/2000,3,999,Car,MITSUB
42000004451,01/24/2000,3,100,Car,FORD  
42000004949,01/24/2000,2,60,Truck,JEEP  
42000004965,01/24/2000,3,100,Car,JAGUAR
42000004993,01/24/2000,3,80,Truck,HOLDEN
42000005773,01/24/2000,2,70,Car,HOLDEN
42000006569,01/24/2000,3,60,Motor Cycle,KAWASA
42000011668,01/24/2000,3,60,Other Vehicle,ISUZU 
52000003821,01/24/2000,2,100,Car,NISSAN
52000004323,01/24/2000,2,80,Car,HOLDEN
52000004408,01/24/2000,3,80,Car,HOLDEN
52000004419,01/24/2000,3,60,Motor Cycle,HONDA 
52000004543,01/24/2000,3,80,Other Vehicle,TOYOTA
52000004593,01/24/2000,3,100,Truck,ISUZU 
52000006427,01/24/2000,3,80,Tram,Unknown
12000004626,01/25/2000,3,60,Car,TOYOTA
12000005185,01/25/2000,3,60,Car,FORD  
12000005732,01/25/2000,3,60,Car,FORD  
12000005982,01/25/2000,3,60,Car,TOYOTA
22000003910,01/25/2000,2,60,Motor Cycle,B M W 
22000004043,01/25/2000,2,100,Truck,SUBARU
22000004232,01/25/2000,3,80,Car,FORD  
22000004266,01/25/2000,3,80,Car,MAZDA 
22000004670,01/25/2000,3,60,Truck,NISSAN
22000004775,01/25/2000,3,80,Truck,NISSAN
22000006608,01/25/2000,2,100,Car,HOLDEN
32000004253,01/25/2000,3,100,Car,MERC B
32000004442,01/25/2000,2,60,Other Vehicle,HOLDEN
32000004588,01/25/2000,3,60,Other Vehicle,HOLDEN
32000004870,01/25/2000,3,60,Car,HOLDEN
32000005641,01/25/2000,3,60,Car,NISSAN
32000005875,01/25/2000,3,100,Car,FORD  
32000006529,01/25/2000,3,60,Other Vehicle,FORD  
42000004237,01/25/2000,3,70,Truck,KENWTH
42000004396,01/25/2000,3,80,Car,FORD  
42000004437,01/25/2000,3,60,Car,HOLDEN
42000004508,01/25/2000,3,100,Car,DAEWOO
42000004516,01/25/2000,3,60,Car,NISSAN
42000004627,01/25/2000,2,60,Car,TOYOTA
42000004762,01/25/2000,2,100,Car,FORD  
42000004837,01/25/2000,3,100,Car,FORD  
42000004927,01/25/2000,3,60,Truck,HOLDEN
42000004933,01/25/2000,2,90,Car,FORD  
42000004962,01/25/2000,2,80,Car,FORD  
42000005095,01/25/2000,2,60,Car,HOLDEN
42000005205,01/25/2000,3,60,Car,VOLKS 
42000006150,01/25/2000,2,70,Car,MERC B
42000006296,01/25/2000,3,100,Car,FORD  
42000006324,01/25/2000,2,60,Car,HOLDEN
42000006417,01/25/2000,2,60,Truck,VOLVO 
42000006929,01/25/2000,2,80,Truck,HOLDEN
52000003905,01/25/2000,2,60,Bicycle,Unknown
52000004201,01/25/2000,3,100,Other Vehicle,HOLDEN
52000004475,01/25/2000,3,60,Other Vehicle,HOLDEN
52000005691,01/25/2000,3,100,Car,MAZDA 
12000005199,01/26/2000,2,60,Truck,FORD  
12000005468,01/26/2000,3,60,Taxi,FORD  
12000005581,01/26/2000,3,60,Car,FORD  
12000005586,01/26/2000,2,60,Car,MITSUB
22000003839,01/26/2000,3,60,Car,FORD  
22000003846,01/26/2000,2,60,Car,HONDA 
22000004047,01/26/2000,2,100,Car,SEAT  
22000004065,01/26/2000,3,60,Truck,MITSUB
22000004132,01/26/2000,3,80,Car,HOLDEN
22000004410,01/26/2000,3,100,Truck,SUBARU
22000004523,01/26/2000,1,100,Car,FORD  
22000004696,01/26/2000,3,80,Bicycle,Unknown
22000004747,01/26/2000,3,60,Car,TOYOTA
22000035916,01/26/2000,3,60,Other Vehicle,FORD  
32000004238,01/26/2000,2,80,Car,Unknown
32000004771,01/26/2000,3,60,Truck,MACK  
32000004777,01/26/2000,3,60,Car,MITSUB
32000004786,01/26/2000,3,60,Car,FORD  
32000004818,01/26/2000,2,110,Other Vehicle,HOLDEN
32000005618,01/26/2000,3,60,Car,TOYOTA
32000005872,01/26/2000,3,80,Car,HYNDAI
32000006066,01/26/2000,3,80,Car,HOLDEN
32000007618,01/26/2000,2,100,Truck,MAZDA 
42000004303,01/26/2000,3,60,Car,HOLDEN
42000004373,01/26/2000,3,60,Car,TOYOTA
42000004629,01/26/2000,2,60,Other Vehicle,MITSUB
42000004630,01/26/2000,3,60,Car,FORD  
42000004682,01/26/2000,3,60,Motor Cycle,DUCATI
42000004828,01/26/2000,2,100,Car,FORD  
42000004878,01/26/2000,2,90,Truck,HOLDEN
42000004881,01/26/2000,2,70,Car,TOYOTA
42000004885,01/26/2000,3,80,Car,HOLDEN
42000004897,01/26/2000,3,999,Car,HYNDAI
42000004900,01/26/2000,3,80,Car,NISSAN
42000004908,01/26/2000,3,60,Car,FORD  
42000004950,01/26/2000,3,90,Car,FORD  
42000004959,01/26/2000,3,80,Car,MITSUB
42000004964,01/26/2000,2,80,Other Vehicle,FORD  
42000004967,01/26/2000,3,60,Car,SUBARU
42000004996,01/26/2000,3,60,Car,FORD  
42000004997,01/26/2000,3,60,Truck,HOLDEN
42000006297,01/26/2000,3,60,Other Vehicle,FORD  
52000003843,01/26/2000,1,100,Car,HOLDEN
52000003914,01/26/2000,3,60,Truck,DATSUN
52000004381,01/26/2000,3,100,Car,HOLDEN
52000004404,01/26/2000,2,60,Car,HOLDEN
52000004444,01/26/2000,3,80,Other Vehicle,FORD  
52000004530,01/26/2000,3,60,Motor Cycle,YAMAHA
52000005294,01/26/2000,3,60,Taxi,TOYOTA
52000005574,01/26/2000,2,60,Car,HYNDAI
52000006418,01/26/2000,3,60,Car,HOLDEN
52000006419,01/26/2000,3,60,Car,HOLDEN
52000006659,01/26/2000,3,60,Other Vehicle,TOYOTA
52000010611,01/26/2000,3,80,Car,DAIHAT
52000021980,01/26/2000,3,60,Car,HOLDEN
12000005159,01/27/2000,2,60,Car,Unknown
12000005221,01/27/2000,3,60,Car,HONDA 
12000005283,01/27/2000,3,60,Truck,HOLDEN
12000005329,01/27/2000,2,80,Car,HOLDEN
12000005340,01/27/2000,2,60,Car,HONDA 
12000005387,01/27/2000,2,60,Car,MITSUB
12000005409,01/27/2000,3,60,Car,MERC B
12000005410,01/27/2000,3,80,Motor Cycle,HONDA 
12000005427,01/27/2000,3,60,Car,Unknown
12000005465,01/27/2000,3,70,Truck,MERC B
12000005485,01/27/2000,2,60,Car,SUBARU
12000005491,01/27/2000,3,60,Car,HOLDEN
12000005494,01/27/2000,3,60,Truck,MACK  
12000005498,01/27/2000,2,60,Truck,TOYOTA
12000005562,01/27/2000,3,60,Tram,Unknown
12000006180,01/27/2000,3,60,Other Vehicle,TOYOTA
12000010707,01/27/2000,3,80,Car,MITSUB
22000004120,01/27/2000,2,100,Car,TOYOTA
